2015-01-01,¡º,63,94,36,73,28,41,0.74,40
2015-01-02,«·∂»Œ€»æ,104,426,77,113,47,77,1.26,21
2015-01-03,«·∂»Œ€»æ,132,217,99,132,40,79,1.25,26
2015-01-04,÷–∂»Œ€»æ,191,249,145,180,60,142,1.56,27
2015-01-05,«·∂»Œ€»æ,111,150,82,117,27,81,1.00,27
2015-01-06,«·∂»Œ€»æ,132,326,91,115,24,44,1.09,43
2015-01-07,¡º,56,71,32,60,20,37,0.62,51
2015-01-08,¡º,94,183,69,92,40,66,1.06,34
2015-01-09,÷–∂»Œ€»æ,191,307,147,199,55,122,1.94,21
2015-01-10,÷ÿ∂»Œ€»æ,238,343,189,247,65,138,2.21,25
2015-01-11,—œ÷ÿŒ€»æ,256,363,205,246,74,108,1.94,42
2015-01-12,”≈,40,35,23,35,14,31,0.63,53
2015-01-13,”≈,33,32,17,30,13,46,0.60,40
2015-01-14,”≈,34,23,21,25,9,40,0.67,39
2015-01-15,¡º,97,163,72,83,17,53,1.03,21
2015-01-16,«·∂»Œ€»æ,143,251,108,132,25,63,1.24,19
2015-01-17,«·∂»Œ€»æ,108,207,82,99,20,37,0.94,48
2015-01-18,«·∂»Œ€»æ,121,234,90,120,27,72,1.06,35
2015-01-19,«·∂»Œ€»æ,131,294,90,163,38,72,1.26,36
2015-01-20,¡º,63,50,32,73,15,50,0.66,51
2015-01-21,«·∂»Œ€»æ,134,244,101,142,31,69,1.09,40
2015-01-22,÷–∂»Œ€»æ,164,322,124,132,33,57,1.46,22
2015-01-23,«·∂»Œ€»æ,142,226,107,122,23,64,1.13,39
2015-01-24,«·∂»Œ€»æ,147,219,110,125,21,75,1.19,49
2015-01-25,÷–∂»Œ€»æ,153,213,122,131,23,69,1.46,30
2015-01-26,«·∂»Œ€»æ,139,197,104,104,19,49,1.21,26
2015-01-27,¡º,72,147,50,63,14,28,0.84,57
2015-01-28,”≈,34,48,16,32,13,27,0.56,49
2015-01-29,”≈,25,14,12,17,11,39,0.58,40
2015-01-30,¡º,93,256,69,78,21,40,0.87,42
2015-01-31,¡º,51,77,34,44,18,31,0.71,54
2015-02-01,”≈,37,11,18,34,17,36,0.56,46
2015-02-02,”≈,40,14,27,37,16,49,0.63,31
2015-02-03,¡º,52,36,36,49,21,64,0.70,27
2015-02-04,÷ÿ∂»Œ€»æ,215,347,172,198,57,76,1.48,39
2015-02-05,«·∂»Œ€»æ,132,310,102,114,35,60,1.14,44
2015-02-06,¡º,97,208,72,90,32,84,1.17,29
2015-02-07,«·∂»Œ€»æ,143,296,108,121,33,95,1.36,37
2015-02-08,¡º,73,160,49,64,20,31,0.80,63
2015-02-09,”≈,42,14,25,36,16,37,0.69,57
2015-02-10,¡º,79,117,57,61,20,67,0.85,43
2015-02-11,«·∂»Œ€»æ,102,178,76,92,25,76,1.08,51
2015-02-12,÷ÿ∂»Œ€»æ,209,343,165,217,51,72,1.59,54
2015-02-13,¡º,65,61,47,59,20,48,0.76,75
2015-02-14,¡º,77,83,56,81,17,37,0.81,94
2015-02-15,¡º,77,114,56,72,13,50,0.96,54
2015-02-16,«·∂»Œ€»æ,146,274,110,93,16,42,1.46,50
2015-02-17,÷–∂»Œ€»æ,160,313,120,172,18,42,1.40,78
2015-02-18,¡º,95,213,69,114,18,40,1.04,79
2015-02-19,”≈,48,17,21,34,13,17,0.53,86
2015-02-20,”≈,42,53,15,25,10,13,0.57,82
2015-02-21,¡º,80,224,56,49,10,26,1.03,32
2015-02-22,÷–∂»Œ€»æ,151,294,114,132,14,28,1.24,41
2015-02-23,¡º,93,252,52,134,16,24,0.81,83
2015-02-24,¡º,80,209,44,108,12,24,0.85,82
2015-02-25,”≈,41,78,23,34,9,41,0.81,58
2015-02-26,¡º,70,214,50,67,10,28,0.87,69
2015-02-27,”≈,39,87,19,34,10,27,0.59,71
2015-02-28,”≈,31,65,14,17,8,30,0.58,59
2015-03-01,«·∂»Œ€»æ,102,314,76,85,20,36,0.94,63
2015-03-02,«·∂»Œ€»æ,144,344,109,115,21,50,1.05,75
2015-03-03,«·∂»Œ€»æ,110,297,81,62,16,39,0.95,69
2015-03-04,”≈,49,115,19,49,12,23,0.67,75
2015-03-05,”≈,38,61,14,34,10,26,0.56,69
2015-03-06,”≈,37,52,24,36,12,34,0.68,66
2015-03-07,”≈,47,69,30,37,14,39,0.67,74
2015-03-08,”≈,37,26,24,27,10,48,0.74,47
2015-03-09,¡º,58,121,39,47,11,30,0.78,72
2015-03-10,”≈,45,56,19,44,11,24,0.70,77
2015-03-11,¡º,63,140,42,60,19,59,0.79,57
2015-03-12,«·∂»Œ€»æ,115,293,86,109,30,55,0.92,121
2015-03-13,«·∂»Œ€»æ,127,299,95,125,26,88,1.19,72
2015-03-14,«·∂»Œ€»æ,143,303,107,113,17,71,1.31,70
2015-03-15,¡º,75,121,54,51,11,36,0.85,94
2015-03-16,”≈,48,40,31,22,9,40,0.80,70
2015-03-17,¡º,54,69,35,38,10,44,0.91,62
2015-03-18,¡º,78,235,57,53,14,58,1.18,27
2015-03-19,«·∂»Œ€»æ,107,284,80,86,20,55,1.10,61
2015-03-20,¡º,90,229,66,69,12,60,0.80,70
2015-03-21,«·∂»Œ€»æ,138,325,103,113,24,85,1.31,50
2015-03-22,«·∂»Œ€»æ,134,316,88,135,22,70,1.05,61
2015-03-23,¡º,64,140,23,78,12,43,0.59,62
2015-03-24,”≈,44,44,14,41,11,37,0.51,78
2015-03-25,”≈,48,66,19,40,11,34,0.54,91
2015-03-26,¡º,53,90,22,42,10,30,0.55,102
2015-03-27,¡º,51,75,26,27,9,41,0.60,85
2015-03-28,«·∂»Œ€»æ,107,259,79,94,14,72,0.94,67
2015-03-29,«·∂»Œ€»æ,120,260,90,96,19,63,1.01,88
2015-03-30,¡º,59,96,39,36,11,36,0.68,88
2015-03-31,¡º,92,252,67,79,15,55,0.97,83
2015-04-01,¡º,84,279,61,71,16,68,0.93,37
2015-04-02,¡º,63,207,41,67,13,43,0.67,57
2015-04-03,¡º,93,300,69,55,13,43,1.23,51
2015-04-04,¡º,86,265,63,75,13,49,1.23,62
2015-04-05,¡º,76,224,53,49,12,43,0.95,54
2015-04-06,”≈,45,106,19,22,8,26,0.61,83
2015-04-07,”≈,45,143,20,39,9,27,0.45,81
2015-04-08,”≈,47,107,27,41,12,34,0.44,82
2015-04-09,”≈,49,85,27,46,11,46,0.45,87
2015-04-10,¡º,64,160,42,56,13,52,0.56,74
2015-04-11,¡º,63,126,42,61,13,47,0.52,91
2015-04-12,¡º,79,261,51,69,13,43,0.55,107
2015-04-13,¡º,73,258,45,80,14,34,0.65,79
2015-04-14,¡º,89,267,65,78,15,47,0.80,80
2015-04-15,«·∂»Œ€»æ,106,270,79,113,26,90,0.86,78
2015-04-16,«·∂»Œ€»æ,106,235,74,133,28,78,0.95,61
2015-04-17,¡º,93,177,31,134,10,36,0.56,85
2015-04-18,¡º,85,200,60,98,16,48,0.79,78
2015-04-19,÷–∂»Œ€»æ,166,360,126,142,19,70,1.22,59
2015-04-20,¡º,63,198,42,63,11,34,0.76,91
2015-04-21,¡º,71,216,41,84,15,57,0.74,92
2015-04-22,«·∂»Œ€»æ,114,350,84,118,20,84,0.93,100
2015-04-23,«·∂»Œ€»æ,103,299,67,96,21,71,0.80,111
2015-04-24,¡º,87,240,63,105,22,91,0.85,60
2015-04-25,«·∂»Œ€»æ,117,295,82,121,21,92,1.07,69
2015-04-26,¡º,91,223,52,79,18,48,0.66,113
2015-04-27,¡º,78,164,45,74,15,29,0.71,119
2015-04-28,¡º,98,292,72,101,18,40,0.95,100
2015-04-29,¡º,68,150,46,53,12,39,0.82,64
2015-04-30,¡º,98,254,72,94,22,49,0.88,73
2015-05-01,¡º,66,168,43,48,8,20,0.60,117
2015-05-02,¡º,71,266,50,58,9,27,0.73,92
2015-05-03,¡º,78,242,57,68,12,29,0.90,92
2015-05-04,«·∂»Œ€»æ,119,347,76,113,16,50,1.08,83
2015-05-05,¡º,62,113,20,68,10,39,0.55,91
2015-05-06,¡º,67,125,35,76,14,39,0.66,103
2015-05-07,¡º,77,167,50,68,12,34,0.67,102
2015-05-08,¡º,59,146,27,50,9,35,0.65,98
2015-05-09,”≈,48,89,19,26,8,25,0.59,96
2015-05-10,¡º,66,196,34,49,11,25,0.58,114
